Complaint ID,Date received,Product,Sub-product,Issue,Sub-issue,Company,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Rating
11092490,12/10/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Problem when making payments,,OneMain Finance Corporation,IL,Web,12/10/2024,In progress,Yes,5
11092506,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",PA,Web,12/10/2024,In progress,Yes,2
11092515,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",AL,Web,12/10/2024,In progress,Yes,3
10903882,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,IL,Web,11/23/2024,In progress,Yes,2
4350735,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",NY,Web,5/4/2021,Closed with explanation,Yes,5
11092554,12/10/2024,Debt collection,Other debt,Written notification about debt,Didn't receive enough information to verify debt,NAVY FEDERAL CREDIT UNION,CO,Phone,12/10/2024,In progress,Yes,4
11092561,12/10/2024,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"EQUIFAX, INC.",NE,Web,12/10/2024,In progress,Yes,3
10903885,11/23/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,Struggling to pay your loan,"Affirm Holdings, Inc",TX,Web,11/23/2024,In progress,Yes,2
10903893,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"Exeter Finance, LLC.",TN,Web,11/23/2024,Closed with explanation,Yes,5
10903894,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,AZ,Web,11/23/2024,In progress,Yes,2
10903899,11/23/2024,Debt collection,Auto debt,Written notification about debt,Didn't receive notice of right to dispute,NISSAN MOTOR ACCEPTANCE COMPANY LLC,AR,Web,11/23/2024,In progress,Yes,2
11092727,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,4
10903900,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
4350914,5/4/2021,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,AMERICAN EXPRESS COMPANY,NJ,Web,5/4/2021,Closed with explanation,Yes,5
4347876,5/4/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",MI,Web,5/4/2021,Closed with explanation,Yes,1
11092972,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11092986,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",VA,Web,12/10/2024,In progress,Yes,4
11092987,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,5
11092994,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",MO,Web,12/10/2024,In progress,Yes,2
11092997,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",MS,Web,12/10/2024,In progress,Yes,5
10903908,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,1
11093045,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,4
11093136,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes,1
11093137,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes,2
11086531,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,CA,Web,12/9/2024,In progress,Yes,5
10903909,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,OR,Web,11/23/2024,In progress,Yes,4
10903913,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,DC,Web,11/23/2024,In progress,Yes,3
10903915,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes,4
10903917,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
4329172,4/26/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Unable to get your credit report or credit score,Other problem getting your report or credit score,Experian Information Solutions Inc.,NC,Phone,4/26/2021,Closed with explanation,Yes,3
10903921,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
4328532,4/26/2021,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,4/26/2021,Closed with explanation,Yes,3
11093154,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,2
11090810,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/9/2024,In progress,Yes,4
10903923,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,OR,Web,11/23/2024,In progress,Yes,5
10903929,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"Nelnet, Inc.",FL,Web,12/3/2024,Closed with explanation,Yes,3
3809138,8/22/2020,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,"EQUIFAX, INC.",TX,Web,8/22/2020,Closed with explanation,Yes,4
3809112,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,"EQUIFAX, INC.",NY,Web,8/22/2020,Closed with explanation,Yes,3
10903930,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes,2
3808749,8/22/2020,"Payday loan, title loan, or personal loan",Title loan,Struggling to pay your loan,,TMX Finance LLC,CA,Web,8/22/2020,Closed with explanation,Yes,4
11093231,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes,1
11093233,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,5
11093238,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,4
11093243,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NC,Web,12/10/2024,In progress,Yes,5
3808696,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,DC,Web,8/22/2020,Closed with explanation,Yes,5
11087195,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,Experian Information Solutions Inc.,MD,Web,12/9/2024,In progress,Yes,2
3808354,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,8/22/2020,Closed with explanation,Yes,5
3812171,8/21/2020,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,"BANK OF AMERICA, NATIONAL ASSOCIATION",AR,Referral,8/25/2020,Closed with explanation,Yes,2
3808848,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,TX,Web,8/22/2020,Closed with explanation,Yes,1
11089535,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,12/9/2024,In progress,Yes,4
3807750,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"Adler Wallach & Associates, Inc.",KY,Web,8/21/2020,Closed with explanation,Yes,4
11092149,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,12/10/2024,In progress,Yes,3
3807707,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Personal information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,8/21/2020,Closed with explanation,Yes,4
11093299,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093300,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,5
11092225,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,Web,12/10/2024,In progress,Yes,1
11080768,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",FL,Web,12/9/2024,In progress,Yes,5
11080796,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,12/9/2024,In progress,Yes,2
11093321,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093322,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11093324,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"EQUIFAX, INC.",PA,Web,12/10/2024,In progress,Yes,3
11093334,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,2
11093359,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,2
11093360,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,1
11093361,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes,1
11093363,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,4
11093364,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",CT,Web,12/10/2024,In progress,Yes,3
11093406,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,4
11093410,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TN,Web,12/10/2024,In progress,Yes,2
11089250,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/9/2024,In progress,Yes,1
11093430,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,2
11080750,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",CO,Web,12/9/2024,In progress,Yes,1
11080742,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"EQUIFAX, INC.",CA,Web,12/9/2024,In progress,Yes,4
11093449,12/10/2024,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,"EQUIFAX, INC.",WI,Web,12/10/2024,In progress,Yes,1
11092160,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,5
11092162,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Problem getting your free annual credit report,"EQUIFAX, INC.",CO,Postal mail,12/10/2024,In progress,Yes,4
11092175,12/10/2024,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,TRANSWORLD SYSTEMS INC,LA,Web,12/10/2024,Closed with explanation,Yes,3
11092174,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,2
11092177,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",OH,Web,12/10/2024,In progress,Yes,5
11092186,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,5
11092288,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092287,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",SC,Web,12/10/2024,In progress,Yes,3
11093486,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,5
11093489,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,2
3809067,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,CA,Web,8/22/2020,Closed with explanation,Yes,3
3807789,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,8/21/2020,Closed with explanation,Yes,1
3807760,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,8/21/2020,Closed with explanation,Yes,3
3807737,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,Web,8/21/2020,Closed with explanation,Yes,1
3808619,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,LA,Web,8/22/2020,Closed with explanation,Yes,5
3808629,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,Web,8/22/2020,Closed with explanation,Yes,1
11077105,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/9/2024,In progress,Yes,2
11080741,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",AL,Web,12/9/2024,In progress,Yes,2
11090099,12/9/2024,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/9/2024,In progress,Yes,1
3807935,8/21/2020,Debt collection,Medical debt,Written notification about debt,Didn't receive notice of right to dispute,"Ability Recovery Services, LLC",IL,Web,8/21/2020,Closed with explanation,Yes,3
3807782,8/21/2020,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,HCFS Healthcare Financial Services of TeamHealth,GA,Web,8/21/2020,Closed with explanation,Yes,5
11079421,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",FL,Web,12/9/2024,In progress,Yes,1
3807776,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",CA,Web,8/21/2020,Closed with explanation,Yes,2
11092188,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",AL,Web,12/10/2024,In progress,Yes,3
11092289,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,12/10/2024,In progress,Yes,5
3807858,8/21/2020,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,"Navient Solutions, LLC.",CA,Web,8/21/2020,Closed with explanation,Yes,5
3807666,8/21/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,8/21/2020,Closed with explanation,Yes,1
11092217,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,4
11092219,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,"EQUIFAX, INC.",LA,Web,12/10/2024,In progress,Yes,4
11092220,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,3
11092419,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,2
11092421,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes,5
11092423,12/10/2024,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,4
11092432,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,SC,Web,12/10/2024,In progress,Yes,3
11092236,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,5
3809052,8/22/2020,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,8/22/2020,Closed with explanation,Yes,4
11092251,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes,1
11092250,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,2
11092252,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,2
11092257,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,PA,Web,12/10/2024,In progress,Yes,1
11092259,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes,2
11092263,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,1
11092268,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,4
11092269,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,3
11092271,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,AZ,Web,12/10/2024,In progress,Yes,1
11092273,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,Web,12/10/2024,In progress,Yes,3
11092274,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,12/10/2024,In progress,Yes,5
11092277,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,OH,Web,12/10/2024,In progress,Yes,1
11092280,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,NY,Web,12/10/2024,In progress,Yes,5
11092281,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,1
11092283,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,5
11092549,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes,5
11092557,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,4
11092562,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",MS,Web,12/10/2024,In progress,Yes,1
11092563,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,4
11092567,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,3
11092569,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092571,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,3
11092573,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,3
11092575,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes,4
11092576,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,Web,12/10/2024,In progress,Yes,4
11092577,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,Web,12/10/2024,In progress,Yes,4
11092578,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,AL,Web,12/10/2024,In progress,Yes,1
11092579,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,WV,Web,12/10/2024,In progress,Yes,5
11092580,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,NV,Web,12/10/2024,In progress,Yes,1
11092582,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,4
11092581,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,2
